Cancer,geneA,geneB,p-Value,Log Odds Ratio,Association
Stomach +Esophageal Cancer,CUX2,RALBP1,0.489372635,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,ARHGEF10L,TIAM1,0.545841273,0.332261704,Tendency towards co-occurrence
Stomach +Esophageal Cancer,ARHGEF10L,ZBTB33,0.773476565,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,ARHGEF10L,RALBP1,0.479913601,0.538996501,Tendency towards co-occurrence
Stomach +Esophageal Cancer,TIAM1,ZBTB33,0.347036486,1.04628647,Tendency towards co-occurrence
Stomach +Esophageal Cancer,TIAM1,RALBP1,0.337855356,#NAME?,Tendency towards mutual exclusivity
Stomach +Esophageal Cancer,ZBTB33,RALBP1,0.702535841,#NAME?,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,COL18A1,0.584166763,0.072320662,Tendency towards co-occurrence
Stomach Adenocarcinoma,PTPN6,FOXO4,0.558001136,-0.435318071,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,CUX2,0.483920114,-0.588810206,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,ARHGEF10L,0.671349595,-0.013986242,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,TIAM1,0.527335983,-0.277925898,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,PTPN6,ZBTB33,0.287402746,0.587786665,Tendency towards co-occurrence
Stomach Adenocarcinoma,PTPN6,RALBP1,0.084423321,#NAME?,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,COL18A1,FOXO4,0.088725152,#NAME?,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,COL18A1,CUX2,0.088781981,0.930542755,Tendency towards co-occurrence
Stomach Adenocarcinoma,COL18A1,ARHGEF10L,0.640430457,-0.014528101,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,COL18A1,TIAM1,0.460473638,-0.287682072,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,COL18A1,ZBTB33,0.557482352,0.075223421,Tendency towards co-occurrence
Stomach Adenocarcinoma,COL18A1,RALBP1,0.438222785,0.231801614,Tendency towards co-occurrence
Stomach Adenocarcinoma,FOXO4,CUX2,0.395202121,-0.765250474,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,FOXO4,ARHGEF10L,0.070228976,1.020087526,Tendency towards co-occurrence
Stomach Adenocarcinoma,FOXO4,TIAM1,0.333202725,0.410355093,Tendency towards co-occurrence
Stomach Adenocarcinoma,FOXO4,ZBTB33,0.088725152,#NAME?,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,FOXO4,RALBP1,0.00772574,1.444563269,Tendency towards co-occurrence(Significant)
Stomach Adenocarcinoma,CUX2,ARHGEF10L,0.216563132,-1.139822557,Tendency towards mutual exclusivity
Stomach Adenocarcinoma,CUX2,TIAM1,0.228876788,0.544217708,Tendency towards co-occurrence
Stomach Adenocarcinoma,CUX2,ZBTB33,0.026645561,1.218157439,Tendency towards co-occurrence(Significant)
Stomach Adenocarcinoma,CUX2,RALBP1,0.159195182,0.701880861,Tendency towards co-occurrence
Stomach Adenocarcinoma,ARHGEF10L,TIAM1,0.086779338,0.785889232,Tendency towards co-occurrence
Stomach Adenocarcinoma,ARHGEF10L,ZBTB33,0.169685494,0.673060422,Tendency towards co-occurrence
Stomach Adenocarcinoma,ARHGEF10L,RALBP1,0.129389559,0.711374694,Tendency towards co-occurrence
Stomach Adenocarcinoma,TIAM1,ZBTB33,0.020220116,1.116004031,Tendency towards co-occurrence(Significant)
Stomach Adenocarcinoma,TIAM1,RALBP1,0.472225457,0.152613401,Tendency towards co-occurrence
Stomach Adenocarcinoma,ZBTB33,RALBP1,0.317980348,-0.623621118,Tendency towards mutual exclusivity
Head and Neck Cancer,PTPN6,COL18A1,0.160846764,1.211940974,Tendency towards co-occurrence
Head and Neck Cancer,PTPN6,FOXO4,0.013834163,1.773848543,Tendency towards co-occurrence(Significant)
Head and Neck Cancer,PTPN6,CUX2,0.698841289,-0.104543856,Tendency towards mutual exclusivity
Head and Neck Cancer,PTPN6,ARHGEF10L,0.675049458,-0.165792255,Tendency towards mutual exclusivity
Head and Neck Cancer,PTPN6,TIAM1,0.324950542,0.653141846,Tendency towards co-occurrence
Head and Neck Cancer,PTPN6,ZBTB33,0.009427899,1.673153727,Tendency towards co-occurrence(Significant)
Head and Neck Cancer,PTPN6,RALBP1,0.145907167,#NAME?,Tendency towards mutual exclusivity
Head and Neck Cancer,COL18A1,FOXO4,0.4629175,#NAME?,Tendency towards mutual exclusivity
Head and Neck Cancer,COL18A1,CUX2,0.558284829,0.290352301,Tendency towards co-occurrence
Head and Neck Cancer,COL18A1,ARHGEF10L,0.578593572,0.229185866,Tendency towards co-occurrence
Head and Neck Cancer,COL18A1,TIAM1,0.421406428,#NAME?,Tendency towards mutual exclusivity
Head and Neck Cancer,COL18A1,ZBTB33,0.275903069,0.800777845,Tendency towards co-occurrence
Head and Neck Cancer,COL18A1,RALBP1,0.360273641,0.575364145,Tendency towards co-occurrence
Head and Neck Cancer,FOXO4,CUX2,0.08659702,1.260893095,Tendency towards co-occurrence
Head and Neck Cancer,FOXO4,ARHGEF10L,0.098928151,1.192297773,Tendency towards co-occurrence
Head and Neck Cancer,FOXO4,TIAM1,0.324950542,0.653141846,Tendency towards co-occurrence
Head and Neck Cancer,FOXO4,ZBTB33,0.04691145,1.314550456,Tendency towards co-occurrence(Significant)
Head and Neck Cancer,FOXO4,RALBP1,0.453309872,-0.649472117,Tendency towards mutual exclusivity
Head and Neck Cancer,CUX2,ARHGEF10L,0.648629856,-0.230523659,Tendency towards mutual exclusivity
Head and Neck Cancer,CUX2,TIAM1,0.351370144,0.58451334,Tendency towards co-occurrence
Head and Neck Cancer,CUX2,ZBTB33,0.471679102,0.305979557,Tendency towards co-occurrence
Head and Neck Cancer,CUX2,RALBP1,0.283872547,0.592051064,Tendency towards co-occurrence
Head and Neck Cancer,ARHGEF10L,TIAM1,0.030994511,1.471452169,Tendency towards co-occurrence(Significant)
Head and Neck Cancer,ARHGEF10L,ZBTB33,0.170414986,#NAME?,Tendency towards mutual exclusivity
Head and Neck Cancer,ARHGEF10L,RALBP1,0.61072859,0.015135424,Tendency towards co-occurrence
Head and Neck Cancer,TIAM1,ZBTB33,0.501697953,0.241162057,Tendency towards co-occurrence
Head and Neck Cancer,TIAM1,RALBP1,0.120744394,0.918953849,Tendency towards co-occurrence
Head and Neck Cancer,ZBTB33,RALBP1,0.25835964,-1.042748709,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,COL18A1,0.937519348,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,FOXO4,0.962125151,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,CUX2,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,PTPN6,ARHGEF10L,0.949758504,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,TIAM1,0.962125151,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,ZBTB33,0.889817947,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,PTPN6,RALBP1,0.937519348,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,COL18A1,FOXO4,0.000389453,5.550372261,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,COL18A1,CUX2,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,COL18A1,ARHGEF10L,0.000774907,4.854631046,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,COL18A1,TIAM1,0.962125151,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,COL18A1,ZBTB33,0.004530846,3.588795996,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,COL18A1,RALBP1,0.001284872,4.446565156,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,FOXO4,CUX2,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,FOXO4,ARHGEF10L,0.03037777,4.1640779,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,FOXO4,TIAM1,0.977158154,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,FOXO4,ZBTB33,0.067476723,3.170210653,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,FOXO4,RALBP1,0.000389453,5.550372261,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,CUX2,ARHGEF10L,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,CUX2,TIAM1,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,CUX2,ZBTB33,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,CUX2,RALBP1,1,Infinity,Tendency towards co-occurrence
Kidney Clear Cell Carcinoma,ARHGEF10L,TIAM1,0.96962223,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,ARHGEF10L,ZBTB33,0.002751457,3.996889226,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,ARHGEF10L,RALBP1,0.000774907,4.854631046,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,TIAM1,ZBTB33,0.932523277,#NAME?,Tendency towards mutual exclusivity
Kidney Clear Cell Carcinoma,TIAM1,RALBP1,0.037874849,3.873801793,Tendency towards co-occurrence(Significant)
Kidney Clear Cell Carcinoma,ZBTB33,RALBP1,0.110182053,2.471800302,Tendency towards co-occurrence
Lung Adenocarcinoma,PTPN6,COL18A1,0.53191518,0.092742052,Tendency towards co-occurrence
Lung Adenocarcinoma,PTPN6,FOXO4,0.54763539,-0.244883538,Tendency towards mutual exclusivity
Lung Adenocarcinoma,PTPN6,CUX2,0.367246635,0.432864082,Tendency towards co-occurrence
Lung Adenocarcinoma,PTPN6,ARHGEF10L,0.076890213,1.012682578,Tendency towards co-occurrence
Lung Adenocarcinoma,PTPN6,TIAM1,0.627545976,-0.005763705,Tendency towards mutual exclusivity
Lung Adenocarcinoma,PTPN6,ZBTB33,0.573529883,-0.122167634,Tendency towards mutual exclusivity
Lung Adenocarcinoma,PTPN6,RALBP1,0.53191518,0.092742052,Tendency towards co-occurrence
Lung Adenocarcinoma,COL18A1,FOXO4,0.298255158,0.571084815,Tendency towards co-occurrence
Lung Adenocarcinoma,COL18A1,CUX2,0.475062279,-0.610909082,Tendency towards mutual exclusivity
Lung Adenocarcinoma,COL18A1,ARHGEF10L,0.029819442,1.337504197,Tendency towards co-occurrence(Significant)
Lung Adenocarcinoma,COL18A1,TIAM1,0.141396409,-1.338562958,Tendency towards mutual exclusivity
Lung Adenocarcinoma,COL18A1,ZBTB33,0.502536854,-0.319942935,Tendency towards mutual exclusivity
Lung Adenocarcinoma,COL18A1,RALBP1,0.411947407,-0.470003629,Tendency towards mutual exclusivity
Lung Adenocarcinoma,FOXO4,CUX2,0.304246144,#NAME?,Tendency towards mutual exclusivity
Lung Adenocarcinoma,FOXO4,ARHGEF10L,0.636318148,-0.261973716,Tendency towards mutual exclusivity
Lung Adenocarcinoma,FOXO4,TIAM1,0.00912167,1.555095171,Tendency towards co-occurrence(Significant)
Lung Adenocarcinoma,FOXO4,ZBTB33,0.52581112,0.198069914,Tendency towards co-occurrence
Lung Adenocarcinoma,FOXO4,RALBP1,0.298255158,0.571084815,Tendency towards co-occurrence
Lung Adenocarcinoma,CUX2,ARHGEF10L,0.694109294,-0.118341227,Tendency towards mutual exclusivity
Lung Adenocarcinoma,CUX2,TIAM1,0.092972299,1.062618686,Tendency towards co-occurrence
Lung Adenocarcinoma,CUX2,ZBTB33,0.009821955,1.69968479,Tendency towards co-occurrence(Significant)
Lung Adenocarcinoma,CUX2,RALBP1,0.232258531,0.735706795,Tendency towards co-occurrence
Lung Adenocarcinoma,ARHGEF10L,TIAM1,0.359266701,-0.842678915,Tendency towards mutual exclusivity
Lung Adenocarcinoma,ARHGEF10L,ZBTB33,0.47418888,-0.611357748,Tendency towards mutual exclusivity
Lung Adenocarcinoma,ARHGEF10L,RALBP1,0.109410879,0.982575978,Tendency towards co-occurrence
Lung Adenocarcinoma,TIAM1,ZBTB33,0.128575172,0.798507696,Tendency towards co-occurrence
Lung Adenocarcinoma,TIAM1,RALBP1,0.192204636,0.62791829,Tendency towards co-occurrence
Lung Adenocarcinoma,ZBTB33,RALBP1,0.099139852,0.900290391,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,PTPN6,COL18A1,0.440365052,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,PTPN6,FOXO4,0.261352816,1.603168299,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,PTPN6,CUX2,0.170741135,1.236762627,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,PTPN6,ARHGEF10L,0.488976779,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,PTPN6,TIAM1,0.118862883,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,PTPN6,ZBTB33,0.904494382,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,PTPN6,RALBP1,0.231691789,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,COL18A1,FOXO4,0.870440262,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,COL18A1,CUX2,0.04333646,2.20949467,Tendency towards co-occurrence(Significant)
Lung Squamous Cell Carcinoma,COL18A1,ARHGEF10L,0.279341563,1.36219681,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,COL18A1,TIAM1,0.377556393,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,COL18A1,ZBTB33,0.95505618,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,COL18A1,RALBP1,0.487867549,0.545386299,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,FOXO4,CUX2,0.870440262,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,FOXO4,ARHGEF10L,0.885983839,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,FOXO4,TIAM1,0.697871401,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,FOXO4,ZBTB33,0.983146067,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,FOXO4,RALBP1,0.780981112,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,CUX2,ARHGEF10L,0.720658437,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,CUX2,TIAM1,0.222383852,1.034896474,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,CUX2,ZBTB33,0.95505618,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,CUX2,RALBP1,0.01731515,2.160183306,Tendency towards co-occurrence(Significant)
Lung Squamous Cell Carcinoma,ARHGEF10L,TIAM1,0.572436137,0.287682072,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,ARHGEF10L,ZBTB33,0.960674157,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,ARHGEF10L,RALBP1,0.442199687,0.705886206,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,TIAM1,ZBTB33,0.887640449,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,TIAM1,RALBP1,0.055639757,1.30833282,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,ZBTB33,RALBP1,0.921348315,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,PTPN6,COL18A1,0.406200391,-0.478035801,Tendency towards mutual exclusivity
Ovarian Serous Cancer,PTPN6,FOXO4,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,PTPN6,CUX2,0.464911678,0.191268343,Tendency towards co-occurrence
Ovarian Serous Cancer,PTPN6,ARHGEF10L,0.127113109,-1.375006401,Tendency towards mutual exclusivity
Ovarian Serous Cancer,PTPN6,TIAM1,0.259557149,-1.049422044,Tendency towards mutual exclusivity
Ovarian Serous Cancer,PTPN6,ZBTB33,0.302471368,1.640328399,Tendency towards co-occurrence
Ovarian Serous Cancer,PTPN6,RALBP1,0.049559485,0.77908961,Tendency towards co-occurrence(Significant)
Ovarian Serous Cancer,COL18A1,FOXO4,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,COL18A1,CUX2,0.6602691,-0.201324504,Tendency towards mutual exclusivity
Ovarian Serous Cancer,COL18A1,ARHGEF10L,0.095924104,1.195703413,Tendency towards co-occurrence
Ovarian Serous Cancer,COL18A1,TIAM1,0.207265383,1.008098281,Tendency towards co-occurrence
Ovarian Serous Cancer,COL18A1,ZBTB33,0.88915009,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,COL18A1,RALBP1,0.04117513,1.197750009,Tendency towards co-occurrence(Significant)
Ovarian Serous Cancer,FOXO4,CUX2,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,FOXO4,ARHGEF10L,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,FOXO4,TIAM1,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,FOXO4,ZBTB33,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,FOXO4,RALBP1,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,CUX2,ARHGEF10L,0.241700789,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,CUX2,TIAM1,0.347867486,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,CUX2,ZBTB33,0.871308017,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,CUX2,RALBP1,0.000902308,1.769536332,Tendency towards co-occurrence(Significant)
Ovarian Serous Cancer,ARHGEF10L,TIAM1,0.633563076,0.058410762,Tendency towards co-occurrence
Ovarian Serous Cancer,ARHGEF10L,ZBTB33,0.877235282,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,ARHGEF10L,RALBP1,0.082091676,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,TIAM1,ZBTB33,0.907172996,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,TIAM1,RALBP1,0.527570694,0.189085957,Tendency towards co-occurrence
Ovarian Serous Cancer,ZBTB33,RALBP1,0.215189873,2.07586372,Tendency towards co-occurrence
Prostate Adenocarcinoma,PTPN6,COL18A1,0.478955454,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,PTPN6,FOXO4,0.640892374,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,PTPN6,CUX2,0.540810962,0.33514861,Tendency towards co-occurrence
Prostate Adenocarcinoma,PTPN6,ARHGEF10L,0.578104127,0.223143551,Tendency towards co-occurrence
Prostate Adenocarcinoma,PTPN6,TIAM1,0.695681658,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,PTPN6,ZBTB33,0.521044546,0.395612812,Tendency towards co-occurrence
Prostate Adenocarcinoma,PTPN6,RALBP1,0.615017837,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,COL18A1,FOXO4,0.537452163,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,COL18A1,CUX2,0.726028128,-0.029852963,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,COL18A1,ARHGEF10L,0.003056801,1.972343406,Tendency towards co-occurrence(Significant)
Prostate Adenocarcinoma,COL18A1,TIAM1,0.397348723,0.814192862,Tendency towards co-occurrence
Prostate Adenocarcinoma,COL18A1,ZBTB33,0.35790119,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,COL18A1,RALBP1,0.507408253,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,FOXO4,CUX2,0.518683992,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,FOXO4,ARHGEF10L,0.025777393,1.84582669,Tendency towards co-occurrence(Significant)
Prostate Adenocarcinoma,FOXO4,TIAM1,0.736330052,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,FOXO4,ZBTB33,0.462547837,0.58451334,Tendency towards co-occurrence
Prostate Adenocarcinoma,FOXO4,RALBP1,0.663633716,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,CUX2,ARHGEF10L,0.659586047,-0.202524264,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,CUX2,TIAM1,0.585432669,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,CUX2,ZBTB33,0.337449693,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,CUX2,RALBP1,0.511921585,0.425465775,Tendency towards co-occurrence
Prostate Adenocarcinoma,ARHGEF10L,TIAM1,0.552301715,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,ARHGEF10L,ZBTB33,0.316022481,0.666478933,Tendency towards co-occurrence
Prostate Adenocarcinoma,ARHGEF10L,RALBP1,0.451428584,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,TIAM1,ZBTB33,0.397348723,0.814192862,Tendency towards co-occurrence
Prostate Adenocarcinoma,TIAM1,RALBP1,0.715749399,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,ZBTB33,RALBP1,0.021542645,1.916922612,Tendency towards co-occurrence(Significant)
Papillary Thyroid Carcinoma,PTPN6,COL18A1,0.377297989,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,FOXO4,0.19648883,1.033015006,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,PTPN6,CUX2,0.254872518,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,ARHGEF10L,0.377297989,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,TIAM1,0.337559139,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,ZBTB33,0.684526025,-0.139636637,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,RALBP1,0.19648883,1.033015006,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,COL18A1,FOXO4,0.539529638,0.330854244,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,COL18A1,CUX2,0.674544385,-0.164828399,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,COL18A1,ARHGEF10L,0.583070332,0.200041369,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,COL18A1,TIAM1,0.377297989,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,COL18A1,ZBTB33,0.271558091,0.782759339,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,COL18A1,RALBP1,0.032174226,1.703348512,Tendency towards co-occurrence(Significant)
Papillary Thyroid Carcinoma,FOXO4,CUX2,0.337042632,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,FOXO4,ARHGEF10L,0.539529638,0.330854244,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,FOXO4,TIAM1,0.578544661,0.213978877,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,FOXO4,ZBTB33,0.227789567,0.921988753,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,FOXO4,RALBP1,0.497148001,0.46163538,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,CUX2,ARHGEF10L,3.85E-05,2.521274294,Tendency towards co-occurrence(Significant)
Papillary Thyroid Carcinoma,CUX2,TIAM1,0.254872518,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,CUX2,ZBTB33,0.221375397,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,CUX2,RALBP1,0.275552043,0.773667557,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,ARHGEF10L,TIAM1,0.622702011,0.0831339,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,ARHGEF10L,ZBTB33,0.341243257,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,ARHGEF10L,RALBP1,0.539529638,0.330854244,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,TIAM1,ZBTB33,0.09607653,1.176031888,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,TIAM1,RALBP1,0.421455339,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,ZBTB33,RALBP1,0.614444008,0.108213585,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,COL18A1,0.498642535,-0.561087459,Tendency towards mutual exclusivity
Uterine Corpus Endometrial Cancer,PTPN6,FOXO4,0.19286376,0.840552472,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,CUX2,0.235865392,0.719122667,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,ARHGEF10L,0.042879732,1.210941474,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,PTPN6,TIAM1,0.349907902,0.459532329,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,ZBTB33,0.214081427,0.778304989,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,RALBP1,0.553601007,0.13872621,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,COL18A1,FOXO4,0.023446404,1.406913648,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,COL18A1,CUX2,0.122319237,0.925399448,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,COL18A1,ARHGEF10L,0.546949396,-0.24442095,Tendency towards mutual exclusivity
Uterine Corpus Endometrial Cancer,COL18A1,TIAM1,0.215415405,0.654028764,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,COL18A1,ZBTB33,0.028919682,1.337260027,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,COL18A1,RALBP1,0.139181562,0.86613741,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,FOXO4,CUX2,0.290942489,0.583650154,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,FOXO4,ARHGEF10L,0.017435058,1.36045313,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,FOXO4,TIAM1,0.017435058,1.36045313,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,FOXO4,ZBTB33,7.28E-05,2.322890359,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,FOXO4,RALBP1,0.034496187,1.278874112,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,CUX2,ARHGEF10L,0.093782223,0.921624078,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,CUX2,TIAM1,0.00671333,1.489151747,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,CUX2,ZBTB33,0.0351681,1.271494005,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,CUX2,RALBP1,0.158787678,0.803757052,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,ARHGEF10L,TIAM1,0.005790919,1.416310257,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,ARHGEF10L,ZBTB33,0.004977544,1.563393974,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,ARHGEF10L,RALBP1,0.110064337,0.859132318,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,TIAM1,ZBTB33,1.30E-05,2.339334635,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,TIAM1,RALBP1,0.035166613,1.15046565,Tendency towards co-occurrence(Significant)
